Title,Article,Category
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': 'Top-4%20PL%20finish%20will%20be%20like%20a%20title%20win%20for%20Tottenham%3A%20Conte)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">Top-4 PL finish will be like a title win for Tottenham: Conte</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143""><span class=""short"">short</span></a> by <span class=""author"">Aditya Nair</span> / 
      <span class=""time"" content=""2023-03-12T11:32:33.000Z"" itemprop=""datePublished"">05:02 pm</span> on <span clas=""date"">12 Mar 2023,Sunday</span>
</div>
</div>","<div itemprop=""articleBody"">A Premier League top-four finish for Tottenham Hotspur this season would be like winning the title, said manager Antonio Conte. ""It happened last season, and I spoke about it being a miracle...This season it will be much more difficult,"" said Conte. Tottenham have 48 points from 27 games, six more than fifth-placed Liverpool, who have a game in hand.</div>",Sports
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': 'Top-4%20PL%20finish%20will%20be%20like%20a%20title%20win%20for%20Tottenham%3A%20Conte)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">Top-4 PL finish will be like a title win for Tottenham: Conte</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143""><span class=""short"">short</span></a> by <span class=""author"">Aditya Nair</span> / 
      <span class=""time"" content=""2023-03-12T11:32:33.000Z"" itemprop=""datePublished"">05:02 pm</span> on <span clas=""date"">12 Mar 2023,Sunday</span>
</div>
</div>","<div itemprop=""articleBody"">A Premier League top-four finish for Tottenham Hotspur this season would be like winning the title, said manager Antonio Conte. ""It happened last season, and I spoke about it being a miracle...This season it will be much more difficult,"" said Conte. Tottenham have 48 points from 27 games, six more than fifth-placed Liverpool, who have a game in hand.</div>",Sports
WPL 2023: Umpire Reverses Own Decision During UP Vs MI Encounter; Gets Social Media Flak," The incident happened during the fifth over of the Mumbai Indians innings when Hayley Matthews was given out, LBW, off the bowling of Sophie Ecclestone.",Sports
"Live, UP-W Vs MI-W, WPL 2023 Scores: Ecclestone, Gayakwad Bring UP Warriorz Back In Game"," Live, UP-W Vs MI-W, WPL 2023 Scores: Mumbai Indians have won all their three games so far.",Sports
"Kohli Batted Through Sickness During 186 Vs AUS, Reveals Anushka", Virat Kohli's 186 against Australia was studded with 15 hits to the fence and came in 364 deliveries.,Sports
"David Warner Heaps High Praise For Virat Kohli, Says 'They Say Don   t Write Off Champions'", Virat Kohli scored a Test century after 1205 days. His last hundred in whites came against Bangladesh in November 2019.,Sports
Delhi Police Praises Virat Kohli With 'AUS-SOME' Tweet After Ex-IND Skipper's 186, Virat Kohli scored his 28th Test century but also brought up his 75th international ton on Sunday.,Sports
"Viral Video: This Boy Could Beat Ronaldo, Messi With His Magical Football Skills"," The video shows a young boy, maybe a teenager, who is displaying exceptional skills with a football.",Sports
"Highlights | IND vs AUS, 4th Test, Day 4: Virat Kohli's 186 Powers Hosts To 571, Take 91-Run Lead"," India Vs Australia Day 3, 4th Test Highlights: Virat Kohli scored his 28th Test hundred and 75th overall in international cricket.",Sports
Virat Kohli's 75th Hundred: Ex-IND Skipper Breaks Several Milestones In Ahmedabad, Virat Kohli scored his 28th Test hundred on Sunday against Australia.,Sports
Bangladesh vs England 2nd T20I LIVE Streaming Online: When & Where to Watch, Bangladesh vs England 2nd T20I LIVE streaming: 2nd T20I match between Bangladesh and England online and on TV in India.,Sports
"BAN vs ENG 2nd T20I Dream11 Team Prediction, Fantasy Hints: All You Need to Know"," BAN vs ENG 2nd T20 dream11, BAN vs ENG 2nd T20 news update, BAN vs ENG 2nd T20 news, BAN vs ENG 2nd T20 update, Bangladesh vs England 2nd T20, Bangladesh vs England 2nd T20 news update, Bangladesh vs England 2nd T20 news, Bangladesh vs England 2nd T20 update, Bangladesh vs England 2nd T20 Dream11",Sports
'Jai Mahakaal' - Fans Feel Virat Kohli's Visit to Ujjain Temple Has Worked After No 75, Ind vs Aus: Fans on Twitter have started showering love for Kohli and are crediting his visit to a temple in Ujjain recently to the good show with the bat.,Sports
"'KING' Kohli Ends Drought in Ahmedabad, Hits His 28th Test Century"," Ind vs Aus, 4th Test, Day 4: Patience was the hallmark of Virat Kohli's 28th Test century on Sunday during the final Test against Australia at Ahmedabad.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
Axar Patel Provides Virat Kohli's Health Update After Anushka's Big Revelation,,Sports
"For One-Day Cricket To Survive, It Should Be Reduced To 40-Over Game: Ravi Shastri",,Sports
IND vs AUS: Picture Of Steve Smith's Field Setting To Deny Virat Kohli A Double Hundred Goes Viral,,Sports
IND vs AUS: Delhi Police's 'Aus-Some' Tweet Praising Virat Kohli Goes Viral,,Sports
WPL 2023 Delhi vs Bangalore Fantasy Tips: Which Players Can Fetch Maximum Points,,Sports
"IND vs AUS, 4th Test Highlights: Australia Post 3/0 At Stumps On Day 4, Trail India By 88 Runs",,Sports
Shreyas Iyer Likely To Miss ODI Series Against Australia: Report,,Sports
IND vs AUS 4th Test Day 4 Highlights: Virat Kohli's 186 Gets India Past Australia's Total But Match Heading Towards Draw,,Sports
WPL 2023: Smriti Mandhana Faces Online Abuse After Royal Challengers Bangalore Lose 4 Matches In A Row,,Sports
"WPL 2023: I Looked To Pounce On Any Delivery In My Strength Area, Says Delhi Capitals' Shafali Verma",,Sports
See How Ishan Kishan Reacts After Virat Kohli Reaches Half-Century Against Australia In 4th Test,,Sports
WATCH: Virat Kohli Kisses His Wedding Ring After Bringing Up 75th International Hundred,,Sports
Watch: Virat Kohli Shouts In Anger At KS Bharat After He Denies Single During 4th Test Vs AUS,,Sports
Virat Kohli Century: Star India Batter Notches Up A Test Match Hundred After 1205 Calendar Days,,Sports
Virat Kohli Century: 'Should We Bow-' Twitter Reacts As 'King Kohli' Brings Up His First Ton In Test Cricket Since 2019,,Sports
"Ellyse Perry Backs Smriti Mandhana Post Her Ordinary Scores In The WPL, Know What She Said",,Sports
'Gill Is Very Impressive': Former India Cricketer Lauds Shubman Gill Post His Hundred In 4th Test Vs AUS,,Sports
"Shreyas Iyer Complains Of Back Pain, Sent For Scans During 4th Test Vs AUS",,Sports
Harbhajan Singh's Delivery To Gayle Reminds People Of Shane Warne's 'Ball Of The Century' - Watch,,Sports
"PM Modi Inaugurates Projects Worth Rs 16k Crore In Karnataka, Slams Rahul Gandhi For UK Remarks. Top Points",,Sports
"Kiran Kumar Reddy, Last CM Of Undivided Andhra Pradesh, Quits Congress",,Sports
"'Normal For Him To Cry...': Smriti Irani, Yogi & Other BJP Leaders Slam Rahul Gandhi Over Remarks In UK",,Sports
"Centre Opposes Same-Sex Marriage In SC, Says Not Comparable With 'Indian Family Unit' Concept",,Sports
Indigenously Built Stealth Frigate INS Sahyadri Participates In Maritime Exercise With French Navy,,Sports
"PM Modi Unveils World's Longest Railway Platform In Hubballi, Dedicates IIT Dharwad To Nation",,Sports
Indian Navy Set To Place Orders For Over 200 BrahMos Supersonic Cruise Missiles,,Sports
"Budget Session Of Parliament Set To Resume Tomorrow After Stormy First Half, 35 Bills Pending — Details",,Sports
"Tamil Nadu BJP Chief Writes To Jaishankar, Seeks Help For Repatriation Of 16 Fishermen Detained By Sri Lanka",,Sports
Swara Bhasker Shares First Pictures From Her Haldi Ceremony,,Sports
title,article,category
"

Sports car worth over ₹2 crore catches fire in Mumbai, video surfaces


short by Anmol Sharma / 
      09:54 pm on 12 Mar 2023,Sunday

","A Nissan GT-R sports car worth over ₹2 crore caught fire in Mumbai on Sunday afternoon after the Red Bull F1 Showrun event. The blaze erupted at the back of the vehicle. In the video, the fire and smoke can be seen coming out of the rear part of the car. The modified GT-R was a part of the event.",Sports
"

Hope my clothes are too big for you absolute ******: Stokes on being robbed in London


short by Anmol Sharma / 
      10:14 pm on 12 Mar 2023,Sunday

","England Test captain Ben Stokes revealed that thieves stole his bag while he was at King's Cross train station in London. He tweeted, ""To whoever stole my bag...I hope my clothes are [too] big for you ya absolute ******."" Stokes recently arrived in the UK from New Zealand, where he led England to 1-1 draw against New Zealand.",Sports
"

Lyon breaks record for taking most Test wickets by a non-Indian cricketer on Indian soil


short by Anmol Sharma / 
      03:54 pm on 12 Mar 2023,Sunday

","Australia off-spinner Nathan Lyon has broken the record for taking most Test wickets by a non-Indian cricketer on Indian soil. After taking his second wicket in Ahmedabad Test, Lyon took his tally of Test wickets on Indian soil to 55. The previous record was held by England's Derek Underwood, who had taken 54 wickets in Test cricket in India.",Sports
"

To think people didn't back him, how silly: Kevin Pietersen on Kohli's hundred


short by Anmol Sharma / 
      03:47 pm on 12 Mar 2023,Sunday

","After Virat Kohli slammed a Test ton after 1,204 days, Kevin Pietersen tweeted, ""To think people didn’t back @imVkohli. How silly!"" Pietersen further called Kohli ""GOAT''. Meanwhile, Venkatesh Prasad tweeted, ""Apart from his extraordinary hunger and intensity...Virat's comeback to form has been...excellent inspiration for all to learn how faith in...higher forces can help in challenging times.""",Sports
"

Virat Kohli smashes his highest score against Australia


short by Anmol Sharma / 
      04:54 pm on 12 Mar 2023,Sunday

","Former Team India captain Virat Kohli smashed his highest score against Australia on Sunday. Kohli scored 186 runs off 364 deliveries against Australia in the fourth Test in Ahmedabad. Kohli's previous highest score against Australia in international cricket was 169(272), which came in a Test in Melbourne in 2014. ",Sports
"

Red Bull Formula One car catches fire during event in Mumbai, pics surface


short by Anmol Sharma / 
      09:54 pm on 12 Mar 2023,Sunday

",A Red Bull Formula One car caught fire during the Oracle Red Bull racing in Mumbai on Sunday. The rescue team rushed to the spot and extinguished the fire. No casualty has been reported. The Oracle Red Bull racing took place in India after a gap of eight years. A sports car also caught fire following the event.,Sports
"

Pic of Australia's field setting to deny Virat Kohli a double hundred goes viral


short by Anmol Sharma / 
      06:54 pm on 12 Mar 2023,Sunday

","A picture of Australia's field setting to deny Virat Kohli a chance to score a double hundred in the Ahmedabad Test has gone viral. During the last stages of India's first innings, Australia deployed all the nine fielders near the boundary rope. Kohli was dismissed at 186(364) after being caught by Marnus Labuschagne at deep mid-wicket.",Sports
"

Kohli's 186 helps India score 571, Australia trail India by 88 runs after Day 4


short by Anmol Sharma / 
      05:28 pm on 12 Mar 2023,Sunday

","Virat Kohli smashed 186 runs off 364 deliveries, helping India score 571 in their first innings in the fourth Test in Ahmedabad. Axar Patel scored 79(113) in the innings, while Shubman Gill slammed 128(235). Australia ended the fourth day at 3/0 in their second innings, trailing India by 88 runs.",Sports
"

Bangladesh defeat England in an international series for the first time in history


short by Anmol Sharma / 
      06:50 pm on 12 Mar 2023,Sunday

","Bangladesh defeated England by four wickets in the second T20I at the Sher-e-Bangla National Cricket Stadium in Mirpur to take an unassailable 2-0 lead in the three-match series. This is the first time that Bangladesh have defeated England in an international series. England were bowled out for 117, with Bangladesh chasing down the target in 18.5 overs.",Sports
"

Steve Smith's gesture after Virat Kohli's knock goes viral


short by Anmol Sharma / 
      08:54 pm on 12 Mar 2023,Sunday

","A picture of Australia captain Steve Smith's gesture after Virat Kohli's 186-run knock against Australia in the Ahmedabad Test has gone viral. Smith can be seen shaking Kohli's hand and smiling while congratulating him. The BCCI also took to Twitter to share the picture, writing, ""Respect and admiration."" The hundred is Kohli's 75th in international cricket.",Sports
"

Anushka reveals Kohli smashed hundred despite being sick, says 'Inspiring me always'


short by Anmol Sharma / 
      04:54 pm on 12 Mar 2023,Sunday

","Anushka Sharma took to her Instagram Stories to reveal that Virat Kohli smashed hundred against Australia in Ahmedabad Test despite ""playing through sickness"". ""Inspiring me always,"" she further wrote. Kohli scored 186 runs off 364 deliveries. He scored 60 runs through boundaries (15 fours). Kohli smashed a hundred in Test cricket after 1,204 days.",Sports
"

Didn't want anything to do with cricket at one point: Alyssa Healy


short by Arnab Mukherji  / 
      05:00 pm on 12 Mar 2023,Sunday

","UP Warriorz (UPW) captain Alyssa Healy said she didn't want anything to do with cricket during her early years. ""Funnily enough, cricket has been this one constant...I ended up marrying a cricketer as well. I guess I'm doomed to the game, forever,"" added Healy. Healy stated she didn't have a ""lot of self-confidence"" for a long time in her career.",Sports
"

I can't ignore it: Man Utd manager on De Gea's performance vs Real Betis 


short by Bhuvnesh Ojha / 
      06:28 pm on 12 Mar 2023,Sunday

","Talking about goalkeeper David de Gea's performance against Real Betis in the UEFA Europa League match where he gave the opponent an opportunity to score, Manchester United manager Erik ten Hag said, ""I can't ignore it."" ""There was a lot of wind, a different ball, probably he had some problems with that,"" Ten Hag said. ",Sports
"

Don't book our boy: Delhi Police reacts to Kohli's 75th int'l ton


short by Nakul Ahuja / 
      08:33 pm on 12 Mar 2023,Sunday

","Delhi Police on Sunday shared a tweet celebrating Virat Kohli's 75th international century, which came against Australia during the penultimate test of the Border-Gavaskar Trophy. Delhi Police tagged Gujarat Police in the tweet and said that Kohli should not be booked for hurting guests, apparently referring to the Australian team. India is currently leading the four-match series 2-1. ",Sports
"

India will win the fourth Test against Australia: Michael Vaughan


short by Arnab Mukherji  / 
      04:40 pm on 12 Mar 2023,Sunday

","Ex-England captain Michael Vaughan took to Twitter on Day 4 of the ongoing fourth Test between India and Australia, stating that India will win the Test. India have a lead of 91 runs having scored 571 in their first innings. They'd earlier bowled out Australia for 480. ""Dream on Michael. They won't...[get] 10 wickets on this road,"" read a response.",Sports
"

Rahul doesn't enjoy keeping in Tests: Dinesh Karthik on WTC final


short by Bhuvnesh Ojha / 
      06:49 pm on 12 Mar 2023,Sunday

","Talking about the possibility of KL Rahul playing as a wicket-keeper if India qualify for the WTC final, cricketer-commentator Dinesh Karthik said, ""KL is not somebody who enjoys keeping in Test cricket."" However, he stated it is an option that is very ""usable"" if Rahul is ready for wicketkeeping. He added keeping in Tests is a ""completely different ball game"". ",Sports
"

Real to take legal action against Barca over refereeing scandal


short by Aditya Nair / 
      09:55 pm on 12 Mar 2023,Sunday

","Real Madrid will join the complaint filed by Spanish prosecutors against Barcelona and two of its ex-presidents. Barcelona allegedly paid over €7.3 million between 2001 and 2018 to firms owned by Jose Maria Enriquez Negreira, then vice-president of Spanish football's refereeing committee. Prosecutors allege that Negreira favoured Barcelona under a secret agreement and ""in exchange for money"".",Sports
"

The shot is hard to understand: Gavaskar on Jadeja's dismissal


short by Arnab Mukherji  / 
      02:07 pm on 12 Mar 2023,Sunday

","Ex-India captain Sunil Gavaskar said a shot played by Ravindra Jadeja, which resulted in his dismissal for 28 in India's first innings of the fourth Test against Australia, was ""hard to understand"". ""Did somebody say anything to him? Rahul Dravid...won't be impressed with this shot...Virat Kohli isn't impressed and the changing room is not going to be impressed,"" added Gavaskar.",Sports
"

Ashwin is class bowler, did really well on a flat wicket: Ganguly


short by Bhuvnesh Ojha / 
      02:15 pm on 12 Mar 2023,Sunday

","Former India captain Sourav Ganguly has praised spinner Ravichandran Ashwin for taking six wickets in the first innings of the fourth Test against Australia in Ahmedabad. ""Ashwin is a class (bowler). On...flat wicket he did really well,"" Ganguly said. Ashwin, who recently became the number one Test bowler, has taken 473 wickets in the longest format of the game.",Sports
"

Virat won't miss chance to score century on a batting track: Carey


short by Aditya Nair / 
      09:58 pm on 12 Mar 2023,Sunday

","Virat Kohli is not someone who would miss a chance to score a century on a decent batting track, said Australia wicket-keeper Alex Carey. ""He's a class player and he didn't give us a chance really...But I thought we hung in really well,"" said Carey. He added that the team was trying to take wickets ""around"" Kohli.",Sports
"

Return to glory days, thrilled: Tharoor on Kohli's 75th int'l ton


short by Arnab Mukherji  / 
      04:05 pm on 12 Mar 2023,Sunday

","Reacting to Virat Kohli scoring a Test hundred after 1,204 days during India's first innings of fourth Test against Australia, Congress MP Shashi Tharoor tweeted, ""Thrilled for Kohli."" ""There were years when a century by Kohli seemed inevitable and then a fallow period of three years when heartbreak seemed inevitable...Today...[was] a return to the glory days,"" added Tharoor.",Sports
"

Pretty cool show, one of the best I've seen: Lanning on Shafali


short by Aditya Nair / 
      05:11 pm on 12 Mar 2023,Sunday

","Delhi Capitals captain Meg Lanning said it was a ""pretty cool show"" to watch Shafali Verma score 76 in 28 balls against Gujarat Giants. ""I was just cheerleading from the non-strikers' end...Pretty clean hitting, some of the best I've seen,"" she said. Lanning added that she told Shafali to ""keep it simple, stay still and hit the ball straight"".",Sports
"

Faith in almighty, tremendous self-belief: Sehwag on Kohli's 186


short by Arnab Mukherji  / 
      05:04 pm on 12 Mar 2023,Sunday

","Discussing India batter Virat Kohli's 186 in India's first innings of the fourth Test against Australia, ex-India opener Virender Sehwag tweeted, ""Faith in the almighty, tremendous belief in himself."" ""Class is permanent. This is an exceptional innings from Kohli,"" added Sehwag. Kohli's 186 comprised 15 fours. He scored a Test century after 1,204 days during the knock.",Sports
"

Looked to pounce on any delivery bowled in my strong area: Shafali


short by Aditya Nair / 
      06:29 pm on 12 Mar 2023,Sunday

","Delhi Capitals batter Shafali Verma said her plan was to ""pounce on any delivery"" that was bowled in her ""strength area"" during her 28-ball 76 against Gujarat Giants. ""Our plan was to play our natural game...Meg wasn't getting a chance to face balls regularly,"" said Shafali. Gujarat Giants scored 105/9 with Delhi chasing down the total in 7.1 overs.",Sports
"

Top-4 PL finish will be like a title win for Tottenham: Conte


short by Aditya Nair / 
      05:02 pm on 12 Mar 2023,Sunday

","A Premier League top-four finish for Tottenham Hotspur this season would be like winning the title, said manager Antonio Conte. ""It happened last season, and I spoke about it being a miracle...This season it will be much more difficult,"" said Conte. Tottenham have 48 points from 27 games, six more than fifth-placed Liverpool, who have a game in hand.",Sports
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': 'Top-4%20PL%20finish%20will%20be%20like%20a%20title%20win%20for%20Tottenham%3A%20Conte)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">Top-4 PL finish will be like a title win for Tottenham: Conte</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143""><span class=""short"">short</span></a> by <span class=""author"">Aditya Nair</span> / 
      <span class=""time"" content=""2023-03-12T11:32:33.000Z"" itemprop=""datePublished"">05:02 pm</span> on <span clas=""date"">12 Mar 2023,Sunday</span>
</div>
</div>","<div itemprop=""articleBody"">A Premier League top-four finish for Tottenham Hotspur this season would be like winning the title, said manager Antonio Conte. ""It happened last season, and I spoke about it being a miracle...This season it will be much more difficult,"" said Conte. Tottenham have 48 points from 27 games, six more than fifth-placed Liverpool, who have a game in hand.</div>",Sports
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': 'Top-4%20PL%20finish%20will%20be%20like%20a%20title%20win%20for%20Tottenham%3A%20Conte)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">Top-4 PL finish will be like a title win for Tottenham: Conte</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/top4-pl-finish-will-be-like-a-title-win-for-tottenham-conte-1678620753143""><span class=""short"">short</span></a> by <span class=""author"">Aditya Nair</span> / 
      <span class=""time"" content=""2023-03-12T11:32:33.000Z"" itemprop=""datePublished"">05:02 pm</span> on <span clas=""date"">12 Mar 2023,Sunday</span>
</div>
</div>","<div itemprop=""articleBody"">A Premier League top-four finish for Tottenham Hotspur this season would be like winning the title, said manager Antonio Conte. ""It happened last season, and I spoke about it being a miracle...This season it will be much more difficult,"" said Conte. Tottenham have 48 points from 27 games, six more than fifth-placed Liverpool, who have a game in hand.</div>",Sports
WPL 2023: Umpire Reverses Own Decision During UP Vs MI Encounter; Gets Social Media Flak," The incident happened during the fifth over of the Mumbai Indians innings when Hayley Matthews was given out, LBW, off the bowling of Sophie Ecclestone.",Sports
"Live, UP-W Vs MI-W, WPL 2023 Scores: Ecclestone, Gayakwad Bring UP Warriorz Back In Game"," Live, UP-W Vs MI-W, WPL 2023 Scores: Mumbai Indians have won all their three games so far.",Sports
"Kohli Batted Through Sickness During 186 Vs AUS, Reveals Anushka", Virat Kohli's 186 against Australia was studded with 15 hits to the fence and came in 364 deliveries.,Sports
"David Warner Heaps High Praise For Virat Kohli, Says 'They Say Don   t Write Off Champions'", Virat Kohli scored a Test century after 1205 days. His last hundred in whites came against Bangladesh in November 2019.,Sports
Delhi Police Praises Virat Kohli With 'AUS-SOME' Tweet After Ex-IND Skipper's 186, Virat Kohli scored his 28th Test century but also brought up his 75th international ton on Sunday.,Sports
"Viral Video: This Boy Could Beat Ronaldo, Messi With His Magical Football Skills"," The video shows a young boy, maybe a teenager, who is displaying exceptional skills with a football.",Sports
"Highlights | IND vs AUS, 4th Test, Day 4: Virat Kohli's 186 Powers Hosts To 571, Take 91-Run Lead"," India Vs Australia Day 3, 4th Test Highlights: Virat Kohli scored his 28th Test hundred and 75th overall in international cricket.",Sports
Virat Kohli's 75th Hundred: Ex-IND Skipper Breaks Several Milestones In Ahmedabad, Virat Kohli scored his 28th Test hundred on Sunday against Australia.,Sports
Bangladesh vs England 2nd T20I LIVE Streaming Online: When & Where to Watch, Bangladesh vs England 2nd T20I LIVE streaming: 2nd T20I match between Bangladesh and England online and on TV in India.,Sports
"BAN vs ENG 2nd T20I Dream11 Team Prediction, Fantasy Hints: All You Need to Know"," BAN vs ENG 2nd T20 dream11, BAN vs ENG 2nd T20 news update, BAN vs ENG 2nd T20 news, BAN vs ENG 2nd T20 update, Bangladesh vs England 2nd T20, Bangladesh vs England 2nd T20 news update, Bangladesh vs England 2nd T20 news, Bangladesh vs England 2nd T20 update, Bangladesh vs England 2nd T20 Dream11",Sports
'Jai Mahakaal' - Fans Feel Virat Kohli's Visit to Ujjain Temple Has Worked After No 75, Ind vs Aus: Fans on Twitter have started showering love for Kohli and are crediting his visit to a temple in Ujjain recently to the good show with the bat.,Sports
"'KING' Kohli Ends Drought in Ahmedabad, Hits His 28th Test Century"," Ind vs Aus, 4th Test, Day 4: Patience was the hallmark of Virat Kohli's 28th Test century on Sunday during the final Test against Australia at Ahmedabad.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
WATCH | Virat Kohli Gives Ravindra Jadeja SCARY STARE For Throwing His Wicket," Ind vs Aus: Following his dismissal for 28 off 84 balls, Virat Kohli, who knew it was a big moment in the game, was gutted. Kohli's reaction simply sums up what exactly happened.",Sports
Axar Patel Provides Virat Kohli's Health Update After Anushka's Big Revelation,,Sports
"For One-Day Cricket To Survive, It Should Be Reduced To 40-Over Game: Ravi Shastri",,Sports
IND vs AUS: Picture Of Steve Smith's Field Setting To Deny Virat Kohli A Double Hundred Goes Viral,,Sports
IND vs AUS: Delhi Police's 'Aus-Some' Tweet Praising Virat Kohli Goes Viral,,Sports
WPL 2023 Delhi vs Bangalore Fantasy Tips: Which Players Can Fetch Maximum Points,,Sports
"IND vs AUS, 4th Test Highlights: Australia Post 3/0 At Stumps On Day 4, Trail India By 88 Runs",,Sports
Shreyas Iyer Likely To Miss ODI Series Against Australia: Report,,Sports
IND vs AUS 4th Test Day 4 Highlights: Virat Kohli's 186 Gets India Past Australia's Total But Match Heading Towards Draw,,Sports
WPL 2023: Smriti Mandhana Faces Online Abuse After Royal Challengers Bangalore Lose 4 Matches In A Row,,Sports
"WPL 2023: I Looked To Pounce On Any Delivery In My Strength Area, Says Delhi Capitals' Shafali Verma",,Sports
See How Ishan Kishan Reacts After Virat Kohli Reaches Half-Century Against Australia In 4th Test,,Sports
WATCH: Virat Kohli Kisses His Wedding Ring After Bringing Up 75th International Hundred,,Sports
